OBJECTID,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,UNIDTERR1,UNIDTERR2,UNIDTERR3,PAIS,GID_3
597,4366,0.03,4366,100,0,0,1362,0.03,1362,100,0,0,10,0.23,232,5.31,0,0,0,0,2713,0.08,646,47.4,1420,0.08,1293,0.08,5,128,2580,62.14,10,0.23,50,232,5.31,55.17,EL ORO,MACHALA,EL RETIRO,Ecuador,ECU.7.8.1_1
598,21326,0.15,3980,18.6,17346,81.34,6807,0.15,1501,22,5306,77.95,4,0.1,103,2.59,117,0.67,931,0.12,2566,0.07,648,43.1,1306,0.07,1260,0.07,2,65,2499,64.47,121,0.57,50,1034,4.85,63.11,EL ORO,ARENILLAS,ARENILLAS,Ecuador,ECU.7.1.1_1
599,1538,0.01,1538,100,0,0,719,0.02,719,100,0,0,5,0.33,80,5.2,0,0,0,0,935,0.03,266,37,482,0.03,453,0.03,0,65,870,60.79,5,0.33,0,80,5.2,81.25,EL ORO,ARENILLAS,CHACRAS,Ecuador,ECU.7.1.3_1
600,3244,0.02,3244,100,0,0,1154,0.02,1154,100,0,0,2,0.06,145,4.47,0,0,0,0,2220,0.06,533,46.1,1144,0.07,1076,0.06,0,97,2123,68.43,2,0.06,0,145,4.47,66.9,EL ORO,ARENILLAS,PALMALES,Ecuador,ECU.7.1.4_1
601,736,0.01,736,100,0,0,271,0.01,271,100,0,0,10,1.36,15,2.04,0,0,0,0,398,0.01,111,40.9,212,0.01,186,0.01,10,8,380,54.08,10,1.36,100,15,2.04,53.33,EL ORO,ARENILLAS,CARCABON,Ecuador,ECU.7.1.2_1
602,2311,0.02,717,31,1594,68.97,847,0.02,323,38.1,524,61.87,0,0,1,0.14,0,0,25,0,484,0.01,138,42.7,254,0.01,230,0.01,0,1,483,67.5,0,0,0,26,1.13,100,EL ORO,ATAHUALPA,PACCHA,Ecuador,ECU.7.2.4_1
603,1387,0.01,1387,100,0,0,467,0.01,467,100,0,0,0,0,4,0.29,0,0,0,0,772,0.02,187,40,402,0.02,370,0.02,0,3,769,55.66,0,0,0,4,0.29,75,EL ORO,ATAHUALPA,AYAPAMBA,Ecuador,ECU.7.2.1_1
604,1003,0.01,1003,100,0,0,338,0.01,338,100,0,0,0,0,32,3.19,0,0,0,0,546,0.02,121,35.8,276,0.02,270,0.02,0,25,521,54.44,0,0,0,32,3.19,78.13,EL ORO,ATAHUALPA,CORDONCILLO,Ecuador,ECU.7.2.2_1
605,472,0,472,100,0,0,151,0,151,100,0,0,0,0,3,0.64,0,0,0,0,259,0.01,58,38.4,136,0.01,123,0.01,0,3,256,54.87,0,0,0,3,0.64,100,EL ORO,ATAHUALPA,MILAGRO,Ecuador,ECU.7.2.3_1
606,365,0,365,100,0,0,132,0,132,100,0,0,0,0,3,0.82,0,0,0,0,263,0.01,70,53,144,0.01,119,0.01,0,3,260,72.05,0,0,0,3,0.82,100,EL ORO,ATAHUALPA,SAN JOSE,Ecuador,ECU.7.2.5_1
607,295,0,295,100,0,0,116,0,116,100,0,0,4,1.36,6,2.03,0,0,0,0,147,0,43,37,77,0,70,0,1,0,146,49.83,4,1.36,25,6,2.03,0,EL ORO,ATAHUALPA,SAN JUAN DE CERRO AZUL,Ecuador,ECU.7.2.6_1
608,5630,0.04,1598,28.3,4032,71.62,1818,0.04,576,31.6,1242,68.32,0,0,21,1.31,0,0,98,0.01,1241,0.04,311,53.9,656,0.04,585,0.03,0,20,1221,77.66,0,0,0,119,2.11,95.24,EL ORO,BALSAS,BALSAS,Ecuador,ECU.7.3.1_1
609,1231,0.01,1231,100,0,0,418,0.01,418,100,0,0,0,0,70,5.69,0,0,0,0,767,0.02,187,44.7,400,0.02,367,0.02,0,31,736,62.31,0,0,0,70,5.69,44.29,EL ORO,BALSAS,BELLAMARIA,Ecuador,ECU.7.3.2_1
610,2484,0.02,1459,58.7,1025,41.26,1385,0.03,908,65.5,477,34.44,1,0.07,15,1.03,0,0,5,0,1253,0.04,354,38.9,664,0.04,589,0.03,0,10,1243,85.88,1,0.04,0,20,0.81,66.67,EL ORO,CHILLA,CHILLA,Ecuador,ECU.7.4.1_1
611,29980,0.21,7808,26,22172,73.96,9336,0.2,2676,28.6,6660,71.34,22,0.28,319,4.09,230,1.04,1661,0.21,5084,0.15,1223,45.7,2635,0.15,2449,0.14,6,202,4876,65.11,252,0.84,27.27,1980,6.6,63.32,EL ORO,EL GUABO,EL GUABO,Ecuador,ECU.7.5.2_1
612,5707,0.04,5707,100,0,0,1888,0.04,1888,100,0,0,34,0.6,344,6.03,0,0,0,0,3058,0.09,727,38.5,1589,0.09,1469,0.09,15,213,2830,53.58,34,0.6,44.12,344,6.03,61.92,EL ORO,EL GUABO,BARBONES (SUCRE),Ecuador,ECU.7.5.1_1
613,3709,0.03,3709,100,0,0,1130,0.02,1130,100,0,0,29,0.78,314,8.47,0,0,0,0,1905,0.05,436,38.5,927,0.05,978,0.06,11,164,1730,51.36,29,0.78,37.93,314,8.47,52.23,EL ORO,EL GUABO,LA IBERIA,Ecuador,ECU.7.5.3_1
614,5137,0.04,5137,100,0,0,1750,0.04,1750,100,0,0,8,0.16,391,7.61,0,0,0,0,3425,0.1,857,48.9,1855,0.11,1570,0.09,5,250,3170,66.67,8,0.16,62.5,391,7.61,63.94,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Ecuador,ECU.7.5.5_1
615,5476,0.04,5476,100,0,0,1742,0.04,1742,100,0,0,25,0.46,401,7.32,0,0,0,0,3267,0.09,738,42.3,1710,0.1,1557,0.09,12,224,3031,59.66,25,0.46,48,401,7.32,55.86,EL ORO,EL GUABO,RIO BONITO,Ecuador,ECU.7.5.4_1
616,48285,0.33,579,1.2,47706,98.8,15880,0.34,225,1.42,15655,98.58,2,0.35,94,16.2,222,0.47,3031,0.39,450,0.01,167,74.2,232,0.01,218,0.01,2,51,397,77.72,224,0.46,100,3125,6.47,54.26,EL ORO,HUAQUILLAS,HUAQUILLAS,Ecuador,ECU.7.6.1_1
617,5198,0.04,1516,29.1,3682,70.83,1741,0.04,606,34.8,1135,65.19,1,0.07,9,0.59,5,0.14,171,0.02,904,0.03,199,32.8,461,0.03,443,0.03,1,7,896,59.63,6,0.12,100,180,3.46,77.78,EL ORO,MARCABELI,MARCABELI,Ecuador,ECU.7.9.2_1
618,252,0,252,100,0,0,104,0,104,100,0,0,0,0,6,2.38,0,0,0,0,126,0,27,25.9,68,0,58,0,0,0,126,50,0,0,0,6,2.38,0,EL ORO,MARCABELI,EL INGENIO,Ecuador,ECU.7.9.1_1
619,53485,0.37,812,1.52,52673,98.48,17251,0.37,296,1.72,16955,98.28,13,1.6,19,2.34,173,0.33,2682,0.35,577,0.02,147,49.6,292,0.02,285,0.02,8,13,556,71.06,186,0.35,61.54,2701,5.05,68.42,EL ORO,PASAJE,PASAJE,Ecuador,ECU.7.10.5_1
620,6541,0.05,6541,100,0,0,2100,0.05,2100,100,0,0,21,0.32,379,5.79,0,0,0,0,3315,0.1,797,37.9,1684,0.1,1631,0.09,17,169,3129,50.68,21,0.32,80.95,379,5.79,44.59,EL ORO,PASAJE,BUENAVISTA,Ecuador,ECU.7.10.1_1
621,2457,0.02,2457,100,0,0,877,0.02,877,100,0,0,3,0.12,58,2.36,0,0,0,0,1262,0.04,287,32.7,622,0.04,640,0.04,2,16,1244,51.36,3,0.12,66.67,58,2.36,27.59,EL ORO,PASAJE,CASACAY,Ecuador,ECU.7.10.3_1
622,3601,0.02,3601,100,0,0,1163,0.02,1163,100,0,0,8,0.22,152,4.22,0,0,0,0,1771,0.05,432,37.1,878,0.05,893,0.05,3,65,1703,49.18,8,0.22,37.5,152,4.22,42.76,EL ORO,PASAJE,LA PEAA,Ecuador,ECU.7.10.4_1
623,3967,0.03,3967,100,0,0,1444,0.03,1444,100,0,0,8,0.2,109,2.75,0,0,0,0,2527,0.07,605,41.9,1303,0.07,1224,0.07,1,68,2458,63.7,8,0.2,12.5,109,2.75,62.39,EL ORO,PASAJE,PROGRESO,Ecuador,ECU.7.10.6_1
624,916,0.01,916,100,0,0,426,0.01,426,100,0,0,2,0.22,14,1.53,0,0,0,0,583,0.02,156,36.6,289,0.02,294,0.02,1,5,577,63.65,2,0.22,50,14,1.53,35.71,EL ORO,PASAJE,UZHCURRUMI,Ecuador,ECU.7.10.7_1
625,1839,0.01,1839,100,0,0,595,0.01,595,100,0,0,2,0.11,85,4.62,0,0,0,0,1111,0.03,264,44.3,566,0.03,545,0.03,1,59,1051,60.41,2,0.11,50,85,4.62,69.41,EL ORO,PASAJE,CAAQUEMADA,Ecuador,ECU.7.10.2_1
626,17401,0.12,1884,10.8,15517,89.17,5929,0.13,769,12.9,5160,87.03,2,0.11,14,0.74,27,0.17,340,0.04,1469,0.04,372,48.3,767,0.04,702,0.04,0,9,1460,77.97,29,0.17,0,354,2.03,64.29,EL ORO,PI?ÊAS,PIAS,Ecuador,ECU.7.11.5_1
627,1870,0.01,1870,100,0,0,781,0.02,781,100,0,0,1,0.05,59,3.16,0,0,0,0,1277,0.04,334,42.7,674,0.04,603,0.04,1,33,1243,68.29,1,0.05,100,59,3.16,55.93,EL ORO,PI?ÊAS,CAPIRO (CAB. EN LA CAPILLA DE CAPIRO),Ecuador,ECU.7.11.1_1
628,1365,0.01,1365,100,0,0,534,0.01,534,100,0,0,1,0.07,39,2.86,0,0,0,0,856,0.02,226,42.3,449,0.03,407,0.02,0,11,845,62.71,1,0.07,0,39,2.86,28.21,EL ORO,PI?ÊAS,LA BOCANA,Ecuador,ECU.7.11.2_1
629,1371,0.01,1371,100,0,0,612,0.01,612,100,0,0,0,0,39,2.84,0,0,0,0,811,0.02,224,36.6,437,0.02,374,0.02,0,26,785,59.15,0,0,0,39,2.84,66.67,EL ORO,PI?ÊAS,MOROMORO (CAB. EN EL VADO),Ecuador,ECU.7.11.3_1
630,569,0,569,100,0,0,209,0,209,100,0,0,0,0,3,0.53,0,0,0,0,317,0.01,75,35.8,154,0.01,163,0.01,0,0,317,55.71,0,0,0,3,0.53,0,EL ORO,PI?ÊAS,PIEDRAS,Ecuador,ECU.7.11.4_1
631,867,0.01,867,100,0,0,392,0.01,392,100,0,0,0,0,4,0.46,0,0,0,0,535,0.02,142,36.2,278,0.02,257,0.01,0,3,532,61.71,0,0,0,4,0.46,75,EL ORO,PI?ÊAS,SAN ROQUE (AMBROSIO MALDONADO),Ecuador,ECU.7.11.6_1
632,2545,0.02,2545,100,0,0,958,0.02,958,100,0,0,0,0,82,3.22,0,0,0,0,1403,0.04,335,34.9,710,0.04,693,0.04,0,44,1359,55.13,0,0,0,82,3.22,53.66,EL ORO,PI?ÊAS,SARACAY,Ecuador,ECU.7.11.7_1
633,9996,0.07,2158,21.5,7838,78.41,3301,0.07,777,23.5,2524,76.46,5,0.23,67,3.1,10,0.13,444,0.06,1107,0.03,283,36.4,565,0.03,542,0.03,4,34,1069,51.3,15,0.15,80,511,5.11,50.75,EL ORO,PORTOVELO,PORTOVELO,Ecuador,ECU.7.12.3_1
634,510,0,510,100,0,0,205,0,205,100,0,0,0,0,12,2.35,0,0,0,0,298,0.01,80,39,158,0.01,140,0.01,0,10,288,58.43,0,0,0,12,2.35,83.33,EL ORO,PORTOVELO,CURTINCAPA,Ecuador,ECU.7.12.1_1
635,667,0,667,100,0,0,288,0.01,288,100,0,0,0,0,0,0,0,0,0,0,430,0.01,112,38.8,213,0.01,217,0.01,0,0,430,64.47,0,0,0,0,0,0,EL ORO,PORTOVELO,MORALES,Ecuador,ECU.7.12.2_1
636,1027,0.01,1027,100,0,0,419,0.01,419,100,0,0,1,0.1,5,0.49,0,0,0,0,687,0.02,186,44.3,359,0.02,328,0.02,1,4,682,66.89,1,0.1,100,5,0.49,80,EL ORO,PORTOVELO,SALATI,Ecuador,ECU.7.12.4_1
637,52863,0.36,3934,7.44,48929,92.56,16745,0.36,1385,8.27,15360,91.73,10,0.25,214,5.44,372,0.76,3759,0.49,2529,0.07,660,47.6,1341,0.08,1188,0.07,6,142,2381,64.29,382,0.72,60,3973,7.52,66.36,EL ORO,SANTA ROSA,SANTA ROSA,Ecuador,ECU.7.13.6_1
638,2835,0.02,2835,100,0,0,961,0.02,961,100,0,0,1,0.04,182,6.42,0,0,0,0,1472,0.04,357,37.1,758,0.04,714,0.04,0,105,1367,51.92,1,0.04,0,182,6.42,57.69,EL ORO,SANTA ROSA,BELLAVISTA,Ecuador,ECU.7.13.2_1
639,1718,0.01,1718,100,0,0,685,0.01,685,100,0,0,7,0.41,152,8.85,0,0,0,0,1005,0.03,266,38.8,581,0.03,424,0.02,7,87,911,58.5,7,0.41,100,152,8.85,57.24,EL ORO,SANTA ROSA,JAMBELI,Ecuador,ECU.7.13.3_1
640,2068,0.01,2068,100,0,0,691,0.01,691,100,0,0,1,0.05,46,2.22,0,0,0,0,910,0.03,225,32.5,474,0.03,436,0.03,1,9,900,44,1,0.05,100,46,2.22,19.57,EL ORO,SANTA ROSA,LA AVANZADA,Ecuador,ECU.7.13.4_1
641,2090,0.01,2090,100,0,0,689,0.01,689,100,0,0,2,0.1,167,7.99,0,0,0,0,1458,0.04,348,50.5,752,0.04,706,0.04,1,116,1341,69.76,2,0.1,50,167,7.99,69.46,EL ORO,SANTA ROSA,SAN ANTONIO,Ecuador,ECU.7.13.5_1
642,1953,0.01,1953,100,0,0,651,0.01,651,100,0,0,0,0,4,0.2,0,0,0,0,969,0.03,223,34.2,507,0.03,462,0.03,0,2,967,49.62,0,0,0,4,0.2,50,EL ORO,SANTA ROSA,TORATA,Ecuador,ECU.7.13.7_1
643,3187,0.02,3187,100,0,0,996,0.02,996,100,0,0,4,0.13,263,8.25,0,0,0,0,1852,0.05,443,44.4,982,0.06,870,0.05,4,169,1679,58.11,4,0.13,100,263,8.25,64.26,EL ORO,SANTA ROSA,VICTORIA,Ecuador,ECU.7.13.8_1
644,2322,0.02,2322,100,0,0,807,0.02,807,100,0,0,3,0.13,172,7.41,0,0,0,0,1383,0.04,358,44.3,728,0.04,655,0.04,1,78,1304,59.56,3,0.13,33.33,172,7.41,45.35,EL ORO,SANTA ROSA,BELLAMARIA,Ecuador,ECU.7.13.1_1
645,10559,0.07,882,8.35,9677,91.65,3514,0.08,280,7.97,3234,92.03,0,0,21,2.38,20,0.21,362,0.05,511,0.01,122,43.5,261,0.01,250,0.01,0,15,496,57.94,20,0.19,0,383,3.63,71.43,EL ORO,ZARUMA,ZARUMA,Ecuador,ECU.7.14.10_1
646,1684,0.01,1684,100,0,0,806,0.02,806,100,0,0,0,0,8,0.48,0,0,0,0,1479,0.04,398,49.3,736,0.04,743,0.04,0,8,1471,87.83,0,0,0,8,0.48,100,EL ORO,ZARUMA,ABAIN,Ecuador,ECU.7.14.1_1
647,995,0.01,995,100,0,0,352,0.01,352,100,0,0,0,0,22,2.21,0,0,0,0,461,0.01,122,34.6,235,0.01,226,0.01,0,14,447,46.33,0,0,0,22,2.21,63.64,EL ORO,ZARUMA,ARCAPAMBA,Ecuador,ECU.7.14.2_1
648,3045,0.02,3045,100,0,0,1225,0.03,1225,100,0,0,4,0.13,15,0.49,0,0,0,0,2745,0.08,661,53.9,1333,0.08,1412,0.08,2,14,2729,90.15,4,0.13,50,15,0.49,93.33,EL ORO,ZARUMA,GUANAZAN,Ecuador,ECU.7.14.3_1
649,1704,0.01,1704,100,0,0,645,0.01,645,100,0,0,2,0.12,28,1.64,0,0,0,0,1337,0.04,345,53.4,688,0.04,649,0.04,2,21,1314,78.46,2,0.12,100,28,1.64,75,EL ORO,ZARUMA,GUIZHAGUIA,Ecuador,ECU.7.14.4_1
650,1996,0.01,1996,100,0,0,722,0.02,722,100,0,0,5,0.25,1,0.05,0,0,0,0,936,0.03,242,33.5,483,0.03,453,0.03,1,1,934,46.89,5,0.25,20,1,0.05,100,EL ORO,ZARUMA,HUERTAS,Ecuador,ECU.7.14.5_1
651,1185,0.01,1185,100,0,0,402,0.01,402,100,0,0,3,0.25,16,1.35,0,0,0,0,617,0.02,162,40.3,341,0.02,276,0.02,0,7,610,52.07,3,0.25,0,16,1.35,43.75,EL ORO,ZARUMA,MALVAS,Ecuador,ECU.7.14.6_1
652,845,0.01,845,100,0,0,275,0.01,275,100,0,0,4,0.47,5,0.59,0,0,0,0,390,0.01,99,36,215,0.01,175,0.01,0,4,386,46.15,4,0.47,0,5,0.59,80,EL ORO,ZARUMA,MULUNCAY GRANDE,Ecuador,ECU.7.14.7_1
653,1336,0.01,1336,100,0,0,445,0.01,445,100,0,0,0,0,30,2.25,0,0,0,0,929,0.03,246,55.2,486,0.03,443,0.03,0,24,905,69.54,0,0,0,30,2.25,80,EL ORO,ZARUMA,SINSAO,Ecuador,ECU.7.14.9_1
654,748,0.01,748,100,0,0,266,0.01,266,100,0,0,1,0.13,3,0.4,0,0,0,0,554,0.02,137,51.5,290,0.02,264,0.02,0,3,551,74.06,1,0.13,0,3,0.4,100,EL ORO,ZARUMA,SALVIAS,Ecuador,ECU.7.14.8_1
655,2632,0.02,1454,55.2,1178,44.76,941,0.02,572,60.7,369,39.21,1,0.07,79,5.43,3,0.25,64,0.01,778,0.02,183,31.9,399,0.02,379,0.02,1,62,715,53.51,4,0.15,100,143,5.43,78.48,EL ORO,LAS LAJAS,LA VICTORIA,Ecuador,ECU.7.7.3_1
656,802,0.01,802,100,0,0,324,0.01,324,100,0,0,0,0,10,1.25,0,0,0,0,515,0.01,121,37.3,263,0.02,252,0.01,0,8,507,64.21,0,0,0,10,1.25,80,EL ORO,LAS LAJAS,LA LIBERTAD,Ecuador,ECU.7.7.2_1
657,761,0.01,761,100,0,0,307,0.01,307,100,0,0,1,0.13,7,0.92,0,0,0,0,458,0.01,124,40.3,228,0.01,230,0.01,1,3,454,60.18,1,0.13,100,7,0.92,42.86,EL ORO,LAS LAJAS,EL PARAISO,Ecuador,ECU.7.7.1_1
658,599,0,599,100,0,0,216,0,216,100,0,0,0,0,25,4.17,0,0,0,0,355,0.01,87,40.2,175,0.01,180,0.01,0,19,336,59.27,0,0,0,25,4.17,76,EL ORO,LAS LAJAS,SAN ISIDRO,Ecuador,ECU.7.7.4_1
659,2291158,15.82,12467,0.54,2278691,99.46,652882,14.03,4012,0.61,648870,99.39,17,0.14,1135,9.1,31531,1.38,246365,31.81,10054,0.29,2300,57.3,5235,0.3,4819,0.28,7,936,9111,80.64,31548,1.38,41.18,247500,10.8,82.47,GUAYAS,GUAYAQUIL,GUAYAQUIL,Ecuador,ECU.10.11.1_1
660,11897,0.08,11897,100,0,0,3685,0.08,3685,100,0,0,78,0.66,1433,12,0,0,0,0,7178,0.21,1697,46,3638,0.21,3540,0.21,40,882,6256,60.33,78,0.66,51.28,1433,12.05,61.55,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),Ecuador,ECU.10.11.2_1
661,5019,0.03,5019,100,0,0,1522,0.03,1522,100,0,0,152,3.03,468,9.32,0,0,0,0,3210,0.09,687,45.1,1660,0.09,1550,0.09,91,333,2786,63.96,152,3.03,59.87,468,9.32,71.15,GUAYAS,GUAYAQUIL,MORRO,Ecuador,ECU.10.11.3_1
662,24136,0.17,24136,100,0,0,7196,0.15,7196,100,0,0,191,0.79,4358,18,0,0,0,0,14010,0.4,2989,41.5,7021,0.4,6989,0.41,67,2750,11193,58.05,191,0.79,35.08,4358,18.06,63.1,GUAYAS,GUAYAQUIL,POSORJA,Ecuador,ECU.10.11.4_1
663,6769,0.05,6769,100,0,0,2159,0.05,2159,100,0,0,126,1.86,528,7.8,0,0,0,0,5375,0.15,1345,62.3,2860,0.16,2515,0.15,118,454,4803,79.41,126,1.86,93.65,528,7.8,85.98,GUAYAS,GUAYAQUIL,PUNA,Ecuador,ECU.10.11.5_1
664,11936,0.08,11936,100,0,0,4008,0.09,4008,100,0,0,84,0.7,1135,9.51,0,0,0,0,6357,0.18,1555,38.8,3226,0.18,3131,0.18,39,593,5725,53.26,84,0.7,46.43,1135,9.51,52.25,GUAYAS,GUAYAQUIL,TENGUEL,Ecuador,ECU.10.11.6_1
665,25179,0.17,16836,66.8,8343,33.13,7586,0.16,5136,67.7,2450,32.3,5,0.03,686,4.07,72,0.86,1043,0.13,12581,0.36,3251,63.3,6556,0.37,6025,0.35,3,471,12107,74.73,77,0.31,60,1729,6.87,68.66,GUAYAS,ALFREDO BAQUERIZO MORENO,ALFREDO BAQUERIZO MORENO (JUJAN),Ecuador,ECU.10.1.1_1
666,20523,0.14,11303,55,9220,44.93,6452,0.14,3898,60.4,2554,39.58,56,0.5,943,8.34,62,0.67,1019,0.13,7280,0.21,1769,45.3,3850,0.22,3430,0.2,30,602,6648,64.41,118,0.57,53.57,1962,9.56,63.84,GUAYAS,BALAO,BALAO,Ecuador,ECU.10.2.1_1
667,53937,0.37,25143,46.6,28794,53.38,16172,0.35,7572,46.8,8600,53.18,9,0.04,1054,4.19,78,0.27,3152,0.41,21548,0.62,5138,67.8,11557,0.66,9991,0.58,7,898,20643,85.7,87,0.16,77.78,4206,7.8,85.2,GUAYAS,BALZAR,BALZAR,Ecuador,ECU.10.3.1_1
668,17307,0.12,11116,64.2,6191,35.77,5583,0.12,3575,64,2008,35.97,2,0.02,677,6.09,7,0.11,479,0.06,9731,0.28,2506,70.1,5240,0.3,4491,0.26,2,589,9140,87.54,9,0.05,100,1156,6.68,87,GUAYAS,COLIMES,COLIMES,Ecuador,ECU.10.4.1_1
669,6116,0.04,6116,100,0,0,1908,0.04,1908,100,0,0,2,0.03,157,2.57,0,0,0,0,5119,0.15,1327,69.5,2753,0.16,2366,0.14,2,127,4990,83.7,2,0.03,100,157,2.57,80.89,GUAYAS,COLIMES,SAN JACINTO,Ecuador,ECU.10.4.2_1
670,87508,0.6,22363,25.5,65145,74.44,29406,0.63,6434,21.8,22972,78.12,13,0.06,472,2.11,114,0.17,4616,0.6,19546,0.56,4967,77.2,10127,0.58,9419,0.55,8,406,19132,87.4,127,0.15,61.54,5088,5.81,86.02,GUAYAS,DAULE,DAULE,Ecuador,ECU.10.6.1_1
671,5502,0.04,5502,100,0,0,1653,0.04,1653,100,0,0,6,0.11,247,4.49,0,0,0,0,4796,0.14,1297,78.4,2462,0.14,2334,0.14,5,236,4555,87.17,6,0.11,83.33,247,4.49,95.55,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE (LOS TINTOS),Ecuador,ECU.10.6.2_1
672,9882,0.07,9882,100,0,0,2909,0.06,2909,100,0,0,31,0.31,327,3.31,0,0,0,0,7585,0.22,1941,66.7,3918,0.22,3667,0.21,10,232,7343,76.76,31,0.31,32.26,327,3.31,70.95,GUAYAS,DAULE,LAUREL,Ecuador,ECU.10.6.3_1
673,8774,0.06,8774,100,0,0,2672,0.06,2672,100,0,0,18,0.21,204,2.33,0,0,0,0,6505,0.19,1634,61.1,3327,0.19,3178,0.18,6,141,6358,74.14,18,0.21,33.33,204,2.33,69.12,GUAYAS,DAULE,LIMONAL,Ecuador,ECU.10.6.4_1
674,8660,0.06,8660,100,0,0,2540,0.05,2540,100,0,0,5,0.06,410,4.73,0,0,0,0,7767,0.22,1994,78.5,3936,0.23,3831,0.22,3,381,7383,89.69,5,0.06,60,410,4.73,92.93,GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),Ecuador,ECU.10.6.5_1
675,235769,1.63,4930,2.09,230839,97.91,72578,1.56,1680,2.31,70898,97.69,8,0.16,187,3.79,6807,2.95,25408,3.28,4059,0.12,1072,63.8,2171,0.12,1888,0.11,8,149,3902,82.33,6815,2.89,100,25595,10.86,79.68,GUAYAS,DURAN,ELOY ALFARO (DURAN),Ecuador,ECU.10.7.1_1
676,47667,0.33,11981,25.1,35686,74.87,13911,0.3,3644,26.2,10267,73.8,4,0.03,957,7.99,68,0.19,3010,0.39,8804,0.25,2039,55.9,4542,0.26,4262,0.25,4,753,8047,73.48,72,0.15,100,3967,8.32,78.68,GUAYAS,EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Ecuador,ECU.10.8.3_1
677,17579,0.12,17579,100,0,0,5328,0.11,5328,100,0,0,26,0.15,1187,6.75,0,0,0,0,14512,0.42,3495,65.6,7643,0.44,6869,0.4,24,971,13517,82.55,26,0.15,92.31,1187,6.75,81.8,GUAYAS,EMPALME,GUAYAS (PUEBLO NUEVO),Ecuador,ECU.10.8.2_1
678,9205,0.06,9205,100,0,0,2696,0.06,2696,100,0,0,5,0.05,372,4.04,0,0,0,0,7171,0.21,1624,60.2,3654,0.21,3517,0.2,5,292,6874,77.9,5,0.05,100,372,4.04,78.49,GUAYAS,EMPALME,EL ROSARIO,Ecuador,ECU.10.8.1_1
679,44778,0.31,9915,22.1,34863,77.86,13807,0.3,3319,24,10488,75.96,110,1.11,722,7.28,252,0.72,3769,0.49,6923,0.2,1649,49.6,3674,0.21,3249,0.19,81,547,6295,69.82,362,0.81,73.64,4491,10.03,75.76,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ecuador,ECU.10.9.1_1
680,145025,1,11517,7.94,133508,92.06,45540,0.98,3790,8.32,41750,91.68,19,0.16,333,2.89,1564,1.17,11125,1.44,8054,0.23,2064,54.4,4136,0.24,3918,0.23,13,225,7816,69.93,1583,1.09,68.42,11458,7.9,67.57,GUAYAS,MILAGRO,MILAGRO,Ecuador,ECU.10.14.3_1
681,5421,0.04,5421,100,0,0,1773,0.04,1773,100,0,0,18,0.33,303,5.59,0,0,0,0,3631,0.1,930,52.4,1848,0.11,1783,0.1,16,200,3415,66.98,18,0.33,88.89,303,5.59,66.01,GUAYAS,MILAGRO,CHOBO,Ecuador,ECU.10.14.1_1
682,5365,0.04,5365,100,0,0,1874,0.04,1874,100,0,0,18,0.34,251,4.68,0,0,0,0,3565,0.1,947,50.5,1855,0.11,1710,0.1,13,148,3404,66.45,18,0.34,72.22,251,4.68,58.96,GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),Ecuador,ECU.10.14.2_1
683,10823,0.07,10823,100,0,0,3542,0.08,3542,100,0,0,61,0.56,333,3.08,0,0,0,0,7225,0.21,1799,50.7,3718,0.21,3507,0.2,26,243,6956,66.76,61,0.56,42.62,333,3.08,72.97,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Ecuador,ECU.10.14.4_1
684,39839,0.28,11352,28.4,28487,71.51,12515,0.27,3750,29.9,8765,70.04,127,1.12,1092,9.62,208,0.73,2539,0.33,7132,0.21,1707,45.5,3820,0.22,3312,0.19,83,666,6383,62.83,335,0.84,65.35,3631,9.11,60.99,GUAYAS,NARANJAL,NARANJAL,Ecuador,ECU.10.15.2_1
685,6427,0.04,6427,100,0,0,2155,0.05,2155,100,0,0,22,0.34,657,10.2,0,0,0,0,4082,0.12,945,43.8,2174,0.12,1908,0.11,12,445,3625,63.51,22,0.34,54.55,657,10.22,67.73,GUAYAS,NARANJAL,JESUS MARIA,Ecuador,ECU.10.15.1_1
